Date,10Y_Treasury,2Y_Treasury
1970-12-31,0.06701231888239079,0.03687378475433953
1971-12-31,0.05495781944320898,0.030434676408529975
1972-12-31,0.05380330715201654,0.05103066386302334
1973-12-31,0.07697383998059032,0.04125693797711577
1974-12-31,0.06324090371027562,0.025825794436843366
1975-12-31,0.09553207942562925,0.03511503823589116
1976-12-31,0.057166822550702795,0.0521668225507028
1977-12-31,0.06357604047175865,0.047960375875596165
1978-12-31,0.06709460543743613,0.029115991456511683
1979-12-31,0.07464783665646184,0.0297322216625843
1980-12-31,0.06443962677905828,0.04170455072826563
1981-12-31,0.05852279247815441,0.047719160287485386
1982-12-31,0.07899004635309992,0.05430294493032053
1983-12-31,0.06278622902901672,0.035207115932582696
1984-12-31,0.05486968279288473,0.041654867149997436
1985-12-31,0.07192753607544904,0.05197445316792919
1986-12-31,0.07077382859635295,0.03429966258104456
1987-12-31,0.07700594799143669,0.045979569094546466
1988-12-31,0.07381070587116154,0.05471986461321959
1989-12-31,0.08299214355936231,0.055833483820456095
1990-12-31,0.05542181073486717,0.04326665950205291
1991-12-31,0.06471491326178548,0.04320516139358105
1992-12-31,0.05903662878623061,0.050288766322742776
1993-12-31,0.07226705249344553,0.046448668656256464
1994-12-31,0.060930447318429934,0.058255453994952924
1995-12-31,0.06804336924459731,0.055201644537579524
1996-12-31,0.053289388113489336,0.044920161235768585
1997-12-31,0.054500431033009604,0.052952930336475176
1998-12-31,0.06149378344559607,0.04532391476894967
1999-12-31,0.06172018942951079,0.054621652408045784
2000-12-31,0.056843300458930435,0.05184330045893044
2001-12-31,0.0756387999056087,0.06574881621051928
2002-12-31,0.08507385778537634,0.042198851098083294
2003-12-31,0.06765863141203685,0.05812626681259828
2004-12-31,0.06860738113261303,0.060634092298679616
2005-12-31,0.06650796253133073,0.06269827220320744
2006-12-31,0.05293313479577433,0.04339832215959286
2007-12-31,0.06039319523236857,0.055393195232368575
2008-12-31,0.06991247066227645,0.05292784933153194
2009-12-31,0.07684816772510535,0.05125509412202453
2010-12-31,0.0608971807584935,0.0558971807584935
2011-12-31,0.057906612964821864,0.05290661296482187
2012-12-31,0.056407184609061536,0.02908580716170569
2013-12-31,0.06409591431136874,0.0530350269261736
2014-12-31,0.07297357443551025,0.05217803617347073
2015-12-31,0.08367895597261966,0.05608979512748892
2016-12-31,0.05675405635710467,0.05175405635710467
2017-12-31,0.07057069956483211,0.0314665688349782
2018-12-31,0.061371803472483076,0.04187598029242854
2019-12-31,0.050130148623084264,0.03736338254983402
2020-12-31,0.05632723079859932,0.0410992281353702
2021-12-31,0.06261423239886518,0.03448226874902747
2022-12-31,0.057931653747499395,0.03223769933169016
2023-12-31,0.07834773521525393,0.025131914265633944
